slide_id,start_index,end_index
GTEX-14JG6-2126,229875915,229885267
GTEX-14JG6-2226,229885267,229892863
GTEX-14JG6-2326,229892863,229894072
GTEX-14JIY-0126,229894072,229901459
GTEX-14JIY-0226,229901459,229902748
GTEX-14JIY-0326,229902748,229904979
GTEX-14JIY-0426,229904979,229919343
GTEX-14JIY-0526,229919343,229920741
GTEX-14JIY-0626,229920741,229922673
GTEX-14JIY-0726,229922673,229929058
GTEX-14JIY-0826,229929058,229938943
GTEX-14JIY-0926,229938943,229946197
GTEX-14JIY-1026,229946197,229957066
GTEX-14JIY-1126,229957066,229969888
GTEX-14JIY-1226,229969888,229977627
GTEX-14JIY-1326,229977627,229990375
GTEX-14JIY-1426,229990375,229990763
GTEX-14JIY-1526,229990763,229997626
GTEX-14JIY-1626,229997626,230007728
GTEX-14JIY-1726,230007728,230014734
GTEX-14JIY-1826,230014734,230031096
GTEX-14JIY-1926,230031096,230039286
GTEX-14JIY-2026,230039286,230048405
GTEX-14JIY-2126,230048405,230053973
GTEX-14JIY-2226,230053973,230064273
GTEX-14JIY-2326,230064273,230069258
GTEX-14JIY-2426,230069258,230074683
GTEX-14JIY-2826,230074683,230083188
GTEX-14JIY-2926,230083188,230099374
GTEX-14JIY-3026,230099374,230100046
GTEX-14JIY-3126,230100046,230109490
GTEX-14JIY-3226,230109490,230118441
GTEX-14JIY-3326,230118441,230123845
GTEX-14LLW-0126,230123845,230132032
GTEX-14LLW-0226,230132032,230133388
GTEX-14LLW-0326,230133388,230134537
GTEX-14LLW-0426,230134537,230135137
GTEX-14LLW-0526,230135137,230141215
GTEX-14LLW-0626,230141215,230144795
GTEX-14LLW-0726,230144795,230150742
GTEX-14LLW-0826,230150742,230156266
GTEX-14LLW-0926,230156266,230162773
GTEX-14LLW-1026,230162773,230169324
GTEX-14LLW-1126,230169324,230174022
GTEX-14LLW-1226,230174022,230179267
GTEX-14LLW-1326,230179267,230183090
GTEX-14LLW-1426,230183090,230191041
GTEX-14LLW-1526,230191041,230196196
GTEX-14LLW-1626,230196196,230196441
GTEX-14LLW-1726,230196441,230203897
GTEX-14LLW-1826,230203897,230206971
GTEX-14LLW-1926,230206971,230212521
GTEX-14LLW-2026,230212521,230213736
GTEX-14LLW-2126,230213736,230222389
GTEX-14LLW-2226,230222389,230226555
GTEX-14LLW-2326,230226555,230233362
GTEX-14LLW-2426,230233362,230241199
GTEX-14LLW-2526,230241199,230243716
GTEX-14LLW-2626,230243716,230250051
GTEX-14LLW-2726,230250051,230258732
GTEX-14LLW-2826,230258732,230263067
GTEX-14LLW-2926,230263067,230266744
GTEX-14LLW-3026,230266744,230268381
GTEX-14LZ3-0126,230268381,230273082
GTEX-14LZ3-0226,230273082,230282230
GTEX-14LZ3-0326,230282230,230282759
GTEX-14LZ3-0426,230282759,230284860
GTEX-14LZ3-0526,230284860,230285265
GTEX-14LZ3-0626,230285265,230292153
GTEX-14LZ3-0726,230292153,230299707
GTEX-14LZ3-0826,230299707,230307870
GTEX-14LZ3-0926,230307870,230308654
GTEX-14LZ3-1026,230308654,230318261
GTEX-14LZ3-1126,230318261,230322407
GTEX-14LZ3-1226,230322407,230331397
GTEX-14LZ3-1326,230331397,230339202
GTEX-14LZ3-1426,230339202,230345689
GTEX-14LZ3-1526,230345689,230346467
GTEX-14LZ3-1626,230346467,230352946
GTEX-14LZ3-1726,230352946,230356913
GTEX-14LZ3-1826,230356913,230365168
GTEX-14LZ3-1926,230365168,230374958
GTEX-14LZ3-2026,230374958,230382344
GTEX-14LZ3-2126,230382344,230391009
GTEX-14LZ3-2226,230391009,230396103
GTEX-14LZ3-2326,230396103,230399973
GTEX-14LZ3-2426,230399973,230404845
GTEX-14LZ3-2526,230404845,230411036
GTEX-14LZ3-2626,230411036,230412624
GTEX-14LZ3-2726,230412624,230416648
GTEX-14LZ3-2826,230416648,230422151
GTEX-14LZ3-2926,230422151,230426546
GTEX-14LZ3-3026,230426546,230430452
GTEX-14LZ3-3126,230430452,230433613
GTEX-14PHW-0126,230433613,230438596
GTEX-14PHW-0226,230438596,230442369
GTEX-14PHW-0326,230442369,230449805
GTEX-14PHW-0426,230449805,230453904
GTEX-14PHW-0526,230453904,230455630
GTEX-14PHW-0626,230455630,230456033
GTEX-14PHW-0726,230456033,230461677
GTEX-14PHW-0826,230461677,230469494
GTEX-14PHW-0926,230469494,230469974
GTEX-14PHW-1026,230469974,230475619
GTEX-14PHW-1126,230475619,230483468
GTEX-14PHW-1226,230483468,230490738
GTEX-14PHW-1326,230490738,230498500
GTEX-14PHW-1426,230498500,230501214
GTEX-14PHW-1526,230501214,230513429
GTEX-14PHW-1626,230513429,230518916
GTEX-14PHW-1726,230518916,230525830
GTEX-14PHW-1826,230525830,230533851
GTEX-14PHW-1926,230533851,230543147
GTEX-14PHW-2026,230543147,230551136
GTEX-14PHW-2126,230551136,230558345
GTEX-14PHW-2226,230558345,230565632
GTEX-14PHW-2326,230565632,230573377
GTEX-14PHW-2426,230573377,230581660
GTEX-14PHW-2526,230581660,230593242
GTEX-14PHW-2626,230593242,230594807
GTEX-14PHW-2726,230594807,230600925
GTEX-14PHW-2826,230600925,230608304
GTEX-14PHW-2926,230608304,230616664
GTEX-14PHW-3026,230616664,230621590
GTEX-14PHW-3126,230621590,230626318
GTEX-14PHW-3226,230626318,230629523
GTEX-14PHX-0126,230629523,230634015
GTEX-14PHX-0226,230634015,230640671
GTEX-14PHX-0326,230640671,230648205
GTEX-14PHX-0426,230648205,230648602
GTEX-14PHX-0526,230648602,230657531
GTEX-14PHX-0626,230657531,230663160
GTEX-14PHX-0726,230663160,230667753
GTEX-14PHX-0826,230667753,230677926
GTEX-14PHX-0926,230677926,230685960
GTEX-14PHX-1026,230685960,230693131
GTEX-14PHX-1126,230693131,230701781
GTEX-14PHX-1226,230701781,230707144
GTEX-14PHX-1326,230707144,230712886
GTEX-14PHX-1426,230712886,230718834
GTEX-14PHX-1526,230718834,230725955
GTEX-14PHX-1626,230725955,230730867
GTEX-14PHX-1726,230730867,230738534
GTEX-14PHX-1826,230738534,230744821
GTEX-14PHX-1926,230744821,230749224
GTEX-14PHX-2026,230749224,230753035
GTEX-14PHX-2126,230753035,230761146
GTEX-14PHX-2226,230761146,230769110
GTEX-14PHX-2326,230769110,230777310
GTEX-14PHX-2426,230777310,230778816
GTEX-14PHX-2526,230778816,230780822
GTEX-14PHX-2626,230780822,230781586
GTEX-14PHX-2726,230781586,230788097
GTEX-14PHY-0126,230788097,230795475
GTEX-14PHY-0226,230795475,230801355
GTEX-14PHY-0326,230801355,230806105
GTEX-14PHY-0426,230806105,230807230
GTEX-14PHY-0526,230807230,230813205
GTEX-14PHY-0626,230813205,230817819
GTEX-14PHY-0726,230817819,230826945
GTEX-14PHY-0826,230826945,230836505
GTEX-14PHY-0926,230836505,230842409
GTEX-14PHY-1026,230842409,230846455
GTEX-14PHY-1126,230846455,230851402
GTEX-14PHY-1226,230851402,230857154
GTEX-14PHY-1326,230857154,230874162
GTEX-14PHY-1426,230874162,230883301
GTEX-14PHY-1526,230883301,230892304
GTEX-14PHY-1626,230892304,230902978
GTEX-14PHY-1726,230902978,230912463
GTEX-14PHY-1826,230912463,230927389
GTEX-14PHY-1926,230927389,230934320
GTEX-14PHY-2026,230934320,230944865
GTEX-14PHY-2126,230944865,230950391
GTEX-14PHY-2226,230950391,230956362
GTEX-14PHY-2326,230956362,230960866
GTEX-14PHY-2426,230960866,230962176
GTEX-14PHY-2526,230962176,230970655
GTEX-14PHY-2626,230970655,230970866
GTEX-14PHY-2726,230970866,230971287
GTEX-14PII-0126,230971287,230976619
GTEX-14PII-0226,230976619,230985258
GTEX-14PII-0326,230985258,230987595
GTEX-14PII-0426,230987595,230990580
GTEX-14PII-0526,230990580,230991696
GTEX-14PII-0626,230991696,230996925
GTEX-14PII-0726,230996925,231006487
GTEX-14PII-0826,231006487,231013092
GTEX-14PII-0926,231013092,231013707
GTEX-14PII-1026,231013707,231021749
GTEX-14PII-1126,231021749,231028530
GTEX-14PII-1226,231028530,231034157
GTEX-14PII-1326,231034157,231036919
GTEX-14PII-1426,231036919,231044816
GTEX-14PII-1526,231044816,231054989
GTEX-14PII-1626,231054989,231058902
GTEX-14PII-1726,231058902,231062637
GTEX-14PII-1826,231062637,231067114
GTEX-14PII-1926,231067114,231075448
GTEX-14PII-2026,231075448,231080522
GTEX-14PII-2126,231080522,231086995
GTEX-14PII-2226,231086995,231088368
GTEX-14PII-2326,231088368,231095052
GTEX-14PII-2426,231095052,231099521
GTEX-14PII-2526,231099521,231102444
GTEX-14PII-2626,231102444,231108525
GTEX-14PII-2726,231108525,231113028
GTEX-14PII-2826,231113028,231114947
GTEX-14PJ2-0126,231114947,231122678
GTEX-14PJ2-0226,231122678,231124229
GTEX-14PJ2-0326,231124229,231130039
GTEX-14PJ2-0426,231130039,231131614
GTEX-14PJ2-0526,231131614,231132232
GTEX-14PJ2-0626,231132232,231139028
GTEX-14PJ2-0726,231139028,231146975
GTEX-14PJ2-0826,231146975,231153494
GTEX-14PJ2-0926,231153494,231153867
GTEX-14PJ2-1026,231153867,231158562
GTEX-14PJ2-1126,231158562,231165438
GTEX-14PJ2-1226,231165438,231172007
GTEX-14PJ2-1326,231172007,231177815
GTEX-14PJ2-1426,231177815,231179038
GTEX-14PJ2-1526,231179038,231183925
GTEX-14PJ2-1626,231183925,231186239
GTEX-14PJ2-1726,231186239,231192148
GTEX-14PJ2-1826,231192148,231199783
GTEX-14PJ2-1926,231199783,231201877
GTEX-14PJ2-2026,231201877,231205240
GTEX-14PJ2-2126,231205240,231212697
GTEX-14PJ2-2226,231212697,231214317
GTEX-14PJ2-2326,231214317,231219268
GTEX-14PJ2-2426,231219268,231227806
GTEX-14PJ2-2526,231227806,231229496
GTEX-14PJ2-2626,231229496,231234143
GTEX-14PJ2-2726,231234143,231243512
GTEX-14PJ2-2826,231243512,231253886
GTEX-14PJ3-0126,231253886,231266886
GTEX-14PJ3-0226,231266886,231275177
GTEX-14PJ3-0326,231275177,231288867
GTEX-14PJ3-0426,231288867,231290387
GTEX-14PJ3-0526,231290387,231297888
GTEX-14PJ3-0626,231297888,231307635
GTEX-14PJ3-0726,231307635,231310493
GTEX-14PJ3-0826,231310493,231317017
GTEX-14PJ3-0926,231317017,231322879
GTEX-14PJ3-1026,231322879,231325415
GTEX-14PJ3-1126,231325415,231339135
GTEX-14PJ3-1226,231339135,231352493
GTEX-14PJ3-1326,231352493,231355181
GTEX-14PJ3-1426,231355181,231360338
GTEX-14PJ3-1526,231360338,231360912
GTEX-14PJ3-1626,231360912,231367693
GTEX-14PJ3-1726,231367693,231374560
GTEX-14PJ3-1826,231374560,231382982
GTEX-14PJ3-1926,231382982,231383980
GTEX-14PJ3-2026,231383980,231395062
GTEX-14PJ3-2126,231395062,231395952
GTEX-14PJ3-2226,231395952,231397197
GTEX-14PJ4-0126,231397197,231399464
GTEX-14PJ4-0226,231399464,231418969
GTEX-14PJ4-0326,231418969,231430863
GTEX-14PJ4-0426,231430863,231439505
GTEX-14PJ4-0526,231439505,231456303
GTEX-14PJ4-0626,231456303,231470666
GTEX-14PJ4-0726,231470666,231474377
GTEX-14PJ4-0826,231474377,231484694
GTEX-14PJ4-0926,231484694,231498964
GTEX-14PJ4-1026,231498964,231500288
GTEX-14PJ4-1126,231500288,231511601
GTEX-14PJ4-1226,231511601,231521732
GTEX-14PJ4-1326,231521732,231541364
GTEX-14PJ4-1426,231541364,231566624
GTEX-14PJ4-1526,231566624,231575543
GTEX-14PJ4-1626,231575543,231583187
GTEX-14PJ4-1726,231583187,231598283
GTEX-14PJ4-1826,231598283,231619227
GTEX-14PJ4-1926,231619227,231625096
GTEX-14PJ4-2026,231625096,231632895
GTEX-14PJ4-2126,231632895,231636126
GTEX-14PJ4-2226,231636126,231639554
GTEX-14PJ4-2326,231639554,231663625
GTEX-14PJ4-2426,231663625,231682777
GTEX-14PJ4-2526,231682777,231685468
GTEX-14PJ4-2626,231685468,231688693
GTEX-14PJ5-0126,231688693,231694933
GTEX-14PJ5-0226,231694933,231699943
GTEX-14PJ5-0326,231699943,231707587
GTEX-14PJ5-0426,231707587,231709664
GTEX-14PJ5-0526,231709664,231714489
GTEX-14PJ5-0626,231714489,231726212
GTEX-14PJ5-0826,231726212,231731911
GTEX-14PJ5-0926,231731911,231735960
GTEX-14PJ5-1026,231735960,231740203
GTEX-14PJ5-1126,231740203,231740537
GTEX-14PJ5-1226,231740537,231744887
GTEX-14PJ5-1326,231744887,231746641
GTEX-14PJ5-1426,231746641,231754007
GTEX-14PJ5-1526,231754007,231760850
GTEX-14PJ5-1626,231760850,231765939
GTEX-14PJ5-1726,231765939,231766823
GTEX-14PJ5-1826,231766823,231769118
GTEX-14PJ5-1926,231769118,231769582
GTEX-14PJ5-2026,231769582,231773647
GTEX-14PJ5-5001,231773647,231779475
GTEX-14PJ5-5004,231779475,231781611
GTEX-14PJ5-5007,231781611,231785467
GTEX-14PJ5-5010,231785467,231786487
GTEX-14PJ5-5013,231786487,231788189
GTEX-14PJ5-5016,231788189,231791260
GTEX-14PJ6-0126,231791260,231796170
GTEX-14PJ6-0226,231796170,231799931
GTEX-14PJ6-0326,231799931,231805870
GTEX-14PJ6-0426,231805870,231812613
GTEX-14PJ6-0526,231812613,231817193
GTEX-14PJ6-0626,231817193,231822159
GTEX-14PJ6-0726,231822159,231828924
GTEX-14PJ6-0826,231828924,231841929
GTEX-14PJ6-0926,231841929,231845934
GTEX-14PJ6-1026,231845934,231850517
GTEX-14PJ6-1126,231850517,231862128
GTEX-14PJ6-1226,231862128,231862823
GTEX-14PJ6-1326,231862823,231872508
GTEX-14PJ6-1426,231872508,231877699
GTEX-14PJ6-1526,231877699,231883993
GTEX-14PJ6-1626,231883993,231891417
GTEX-14PJ6-1726,231891417,231894288
GTEX-14PJ6-1826,231894288,231898580
GTEX-14PJ6-1926,231898580,231902711
GTEX-14PJ6-2026,231902711,231908507
GTEX-14PJ6-2126,231908507,231914572
GTEX-14PJ6-2226,231914572,231917298
GTEX-14PJ6-2326,231917298,231923950
GTEX-14PJ6-2426,231923950,231925545
GTEX-14PJ6-2526,231925545,231927344
GTEX-14PJ6-2626,231927344,231932333
GTEX-14PJ6-2726,231932333,231935850
GTEX-14PJM-0126,231935850,231942375
GTEX-14PJM-0226,231942375,231947903
GTEX-14PJM-0326,231947903,231948307
GTEX-14PJM-0426,231948307,231953242
GTEX-14PJM-0526,231953242,231954801
GTEX-14PJM-0626,231954801,231955169
GTEX-14PJM-0726,231955169,231960416
GTEX-14PJM-0826,231960416,231965691
GTEX-14PJM-0926,231965691,231971342
GTEX-14PJM-1026,231971342,231972202
GTEX-14PJM-1126,231972202,231980524
GTEX-14PJM-1226,231980524,231981445
GTEX-14PJM-1326,231981445,231987829
GTEX-14PJM-1426,231987829,231993523
GTEX-14PJM-1526,231993523,231996728
GTEX-14PJM-1626,231996728,232004962
GTEX-14PJM-1726,232004962,232011402
GTEX-14PJM-1826,232011402,232018474
GTEX-14PJM-1926,232018474,232024488
GTEX-14PJM-2026,232024488,232031248
GTEX-14PJM-2126,232031248,232033751
GTEX-14PJM-2226,232033751,232038637
GTEX-14PJM-2326,232038637,232047725
GTEX-14PJM-2426,232047725,232053720
GTEX-14PJM-2526,232053720,232055745
GTEX-14PJM-2626,232055745,232063112
GTEX-14PJM-2726,232063112,232067151
GTEX-14PJM-2826,232067151,232075502
GTEX-14PJM-2926,232075502,232082293
GTEX-14PJM-3026,232082293,232085932
GTEX-14PJM-3126,232085932,232089123
GTEX-14PJM-3226,232089123,232091007
GTEX-14PJN-0126,232091007,232099660
GTEX-14PJN-0226,232099660,232107371
GTEX-14PJN-0326,232107371,232111427
GTEX-14PJN-0426,232111427,232126257
GTEX-14PJN-0526,232126257,232135426
GTEX-14PJN-0626,232135426,232139453
GTEX-14PJN-0726,232139453,232145524
GTEX-14PJN-0826,232145524,232157756
GTEX-14PJN-0926,232157756,232182098
GTEX-14PJN-1026,232182098,232187089
GTEX-14PJN-1126,232187089,232190082
GTEX-14PJN-1226,232190082,232201513
GTEX-14PJN-1326,232201513,232202368
GTEX-14PJN-1426,232202368,232212705
GTEX-14PJN-1526,232212705,232213991
GTEX-14PJN-1626,232213991,232218438
GTEX-14PJN-1726,232218438,232219174
GTEX-14PJN-1826,232219174,232223927
GTEX-14PJN-1926,232223927,232235529
GTEX-14PJN-2026,232235529,232238860
GTEX-14PJN-2126,232238860,232249489
GTEX-14PJN-2226,232249489,232250039
GTEX-14PJN-2326,232250039,232252634
GTEX-14PJO-0126,232252634,232259484
GTEX-14PJO-0226,232259484,232261653
GTEX-14PJO-0326,232261653,232263603
GTEX-14PJO-0426,232263603,232264128
GTEX-14PJO-0526,232264128,232270486
GTEX-14PJO-0626,232270486,232277138
GTEX-14PJO-0726,232277138,232283041
GTEX-14PJO-0826,232283041,232288970
GTEX-14PJO-0926,232288970,232294846
GTEX-14PJO-1026,232294846,232299693
GTEX-14PJO-1126,232299693,232307468
GTEX-14PJO-1226,232307468,232307875
GTEX-14PJO-1326,232307875,232309784
GTEX-14PJO-1426,232309784,232316190
GTEX-14PJO-1526,232316190,232324628
GTEX-14PJO-1626,232324628,232329475
GTEX-14PJO-1726,232329475,232335172
GTEX-14PJO-1826,232335172,232340359
GTEX-14PJO-1926,232340359,232345007
GTEX-14PJO-2026,232345007,232348420
GTEX-14PJO-2126,232348420,232354280
GTEX-14PJO-2226,232354280,232359403
GTEX-14PJO-2326,232359403,232363872
GTEX-14PJO-2426,232363872,232368085
GTEX-14PJO-2526,232368085,232374464
GTEX-14PJO-2626,232374464,232376290
GTEX-14PJO-2726,232376290,232384039
GTEX-14PJO-2826,232384039,232391352
GTEX-14PJO-2926,232391352,232394716
GTEX-14PJO-3026,232394716,232398238
GTEX-14PJO-3126,232398238,232401299
GTEX-14PJP-0126,232401299,232418502
GTEX-14PJP-0226,232418502,232420225
GTEX-14PJP-0326,232420225,232431751
GTEX-14PJP-0426,232431751,232435096
GTEX-14PJP-0526,232435096,232436337
GTEX-14PK6-0126,232436337,232446361
GTEX-14PK6-0226,232446361,232460589
GTEX-14PK6-0326,232460589,232471965
GTEX-14PK6-0426,232471965,232486418
GTEX-14PK6-0526,232486418,232496182
GTEX-14PK6-0626,232496182,232504774
GTEX-14PK6-0726,232504774,232520657
GTEX-14PK6-0826,232520657,232534056
GTEX-14PK6-0926,232534056,232535794
GTEX-14PK6-1026,232535794,232537028
GTEX-14PK6-1126,232537028,232553950
GTEX-14PK6-1226,232553950,232569592
GTEX-14PK6-1326,232569592,232576609
GTEX-14PK6-1426,232576609,232583911
GTEX-14PK6-1526,232583911,232589169
GTEX-14PK6-1626,232589169,232592882
GTEX-14PK6-1726,232592882,232600874
GTEX-14PK6-1826,232600874,232620589
GTEX-14PK6-1926,232620589,232629147
GTEX-14PK6-2026,232629147,232636223
GTEX-14PK6-2126,232636223,232652376
GTEX-14PK6-2226,232652376,232655169
GTEX-14PK6-2326,232655169,232657174
GTEX-14PKU-0126,232657174,232679047
GTEX-14PKU-0226,232679047,232682238
GTEX-14PKU-0326,232682238,232688969
GTEX-14PKU-0426,232688969,232693130
GTEX-14PKU-0526,232693130,232710092
GTEX-14PKU-0626,232710092,232710857
GTEX-14PKU-0726,232710857,232715886
GTEX-14PKU-0826,232715886,232722612
GTEX-14PKU-0926,232722612,232732965
GTEX-14PKU-1026,232732965,232743850
GTEX-14PKU-1126,232743850,232756066
GTEX-14PKU-1226,232756066,232767183
GTEX-14PKU-1326,232767183,232779724
GTEX-14PKU-1426,232779724,232785070
GTEX-14PKU-1526,232785070,232795495
GTEX-14PKU-1626,232795495,232800551
GTEX-14PKU-1726,232800551,232807955
GTEX-14PKU-1826,232807955,232817593
GTEX-14PKU-1926,232817593,232823913
GTEX-14PKU-2026,232823913,232826042
GTEX-14PKU-2126,232826042,232830031
GTEX-14PKU-2226,232830031,232831433
GTEX-14PKV-0126,232831433,232832992
GTEX-14PKV-0226,232832992,232844966
GTEX-14PKV-0326,232844966,232846803
GTEX-14PKV-0426,232846803,232851213
GTEX-14PKV-0526,232851213,232863482
GTEX-14PKV-0626,232863482,232879183
GTEX-14PKV-0726,232879183,232892851
GTEX-14PKV-0826,232892851,232913344
GTEX-14PKV-0926,232913344,232914314
GTEX-14PKV-1026,232914314,232915741
GTEX-14PKV-1126,232915741,232936857
GTEX-14PKV-1226,232936857,232949573
GTEX-14PKV-1326,232949573,232962544
GTEX-14PKV-1426,232962544,232979748
GTEX-14PKV-1526,232979748,232996114
GTEX-14PKV-1626,232996114,233010413
GTEX-14PKV-1726,233010413,233017817
GTEX-14PKV-1826,233017817,233023065
GTEX-14PKV-1926,233023065,233029571
GTEX-14PKV-2026,233029571,233033620
GTEX-14PKV-2126,233033620,233039338
GTEX-14PN3-0126,233039338,233040158
GTEX-14PN3-0226,233040158,233048496
GTEX-14PN3-0326,233048496,233051926
GTEX-14PN3-0426,233051926,233053417
GTEX-14PN3-0526,233053417,233060950
GTEX-14PN3-0626,233060950,233066236
GTEX-14PN3-0726,233066236,233071619
GTEX-14PN3-0826,233071619,233080485
GTEX-14PN3-0926,233080485,233086032
GTEX-14PN3-1026,233086032,233089843
GTEX-14PN3-1126,233089843,233096122
GTEX-14PN3-1226,233096122,233103561
GTEX-14PN3-1326,233103561,233114252
GTEX-14PN3-1426,233114252,233119616
GTEX-14PN3-1526,233119616,233125464
GTEX-14PN3-1626,233125464,233136673
GTEX-14PN3-1726,233136673,233144772
GTEX-14PN3-1826,233144772,233154396
GTEX-14PN3-1926,233154396,233160360
GTEX-14PN3-2026,233160360,233164148
GTEX-14PN3-2126,233164148,233171443
GTEX-14PN3-2226,233171443,233178061
GTEX-14PN3-2326,233178061,233183544
GTEX-14PN3-2426,233183544,233187175
GTEX-14PN3-2526,233187175,233188688
GTEX-14PN3-2626,233188688,233190648
GTEX-14PN3-2726,233190648,233192432
GTEX-14PN4-0126,233192432,233201003
GTEX-14PN4-0226,233201003,233202532
GTEX-14PN4-0326,233202532,233212418
GTEX-14PN4-0426,233212418,233212869
GTEX-14PN4-0526,233212869,233214883
GTEX-14PN4-0626,233214883,233218778
GTEX-14PN4-0726,233218778,233227509
GTEX-14PN4-0826,233227509,233239949
GTEX-14PN4-1026,233239949,233249620
GTEX-14PN4-1126,233249620,233260140
GTEX-14PN4-1226,233260140,233266037
GTEX-14PN4-1326,233266037,233278031
GTEX-14PN4-1426,233278031,233284802
GTEX-14PN4-1526,233284802,233294469
GTEX-14PN4-1626,233294469,233304432
GTEX-14PN4-1726,233304432,233316123
GTEX-14PN4-1826,233316123,233322303
GTEX-14PN4-1926,233322303,233330261
GTEX-14PN4-2026,233330261,233339895
GTEX-14PN4-2126,233339895,233344315
GTEX-14PN4-2226,233344315,233357592
GTEX-14PN4-2326,233357592,233362241
GTEX-14PN4-2426,233362241,233365013
GTEX-14PN4-2526,233365013,233365431
GTEX-14PN4-2626,233365431,233375044
GTEX-14PN4-2726,233375044,233381329
GTEX-14PN4-2826,233381329,233394606
GTEX-14PN4-2926,233394606,233402330
GTEX-14PN4-3026,233402330,233405382
GTEX-14PN4-3126,233405382,233407417
GTEX-14PN4-3226,233407417,233408285
GTEX-14PQA-0126,233408285,233408467
GTEX-14PQA-0226,233408467,233415896
GTEX-14PQA-0326,233415896,233417223
GTEX-14PQA-0426,233417223,233417652
GTEX-14PQA-0526,233417652,233425282
GTEX-14PQA-0626,233425282,233429384
GTEX-14PQA-0726,233429384,233434522
GTEX-14PQA-0826,233434522,233440137
GTEX-14PQA-0926,233440137,233444928
GTEX-14PQA-1026,233444928,233445650
GTEX-14PQA-1126,233445650,233449015
GTEX-14PQA-1226,233449015,233454000
GTEX-14PQA-1326,233454000,233459692
GTEX-14PQA-1426,233459692,233464603
GTEX-14PQA-1526,233464603,233465443
GTEX-14PQA-1626,233465443,233474017
GTEX-14PQA-1726,233474017,233476550
GTEX-14PQA-1826,233476550,233477234
GTEX-14PQA-1926,233477234,233487199
GTEX-14PQA-2026,233487199,233491764
GTEX-14PQA-2126,233491764,233503218
GTEX-14PQA-2226,233503218,233506326
GTEX-14PQA-2326,233506326,233508530
GTEX-14PQA-2426,233508530,233509556
GTEX-14PQA-2526,233509556,233516606
GTEX-14PQA-2626,233516606,233523012
GTEX-14PQA-2726,233523012,233523980
GTEX-14PQA-2826,233523980,233524046
GTEX-14PQA-2926,233524046,233526711
GTEX-14PQA-3026,233526711,233533394
GTEX-14PQA-3126,233533394,233537672
GTEX-14XAO-0126,233537672,233554934
GTEX-14XAO-0226,233554934,233566324
GTEX-14XAO-0326,233566324,233569865
GTEX-14XAO-0426,233569865,233579096
GTEX-14XAO-0526,233579096,233589582
GTEX-14XAO-0626,233589582,233592999
GTEX-14XAO-0726,233592999,233598700
GTEX-14XAO-0826,233598700,233606491
GTEX-14XAO-0926,233606491,233618266
GTEX-14XAO-1026,233618266,233619620
GTEX-14XAO-1126,233619620,233633108
GTEX-14XAO-1226,233633108,233647702
GTEX-14XAO-1326,233647702,233665526
GTEX-14XAO-1426,233665526,233681031
GTEX-14XAO-1526,233681031,233685096
GTEX-14XAO-1626,233685096,233693422
GTEX-14XAO-1726,233693422,233703636
GTEX-14XAO-1826,233703636,233723007
GTEX-14XAO-1926,233723007,233728473
GTEX-14XAO-2026,233728473,233732436
GTEX-14XAO-2126,233732436,233737017
GTEX-14XAO-2226,233737017,233755150
GTEX-14XAO-2326,233755150,233766396
GTEX-14XAO-2426,233766396,233774548
GTEX-14XAO-2526,233774548,233776855
GTEX-15CHC-0126,233776855,233787261
GTEX-15CHC-0226,233787261,233794439
GTEX-15CHC-0326,233794439,233804492
GTEX-15CHC-0426,233804492,233809983
GTEX-15CHC-0526,233809983,233812533
GTEX-15CHC-0626,233812533,233820527
GTEX-15CHC-0726,233820527,233831453
GTEX-15CHC-0826,233831453,233835482
GTEX-15CHC-0926,233835482,233838718
GTEX-15CHC-1026,233838718,233841081
GTEX-15CHC-1126,233841081,233852888
GTEX-15CHC-1226,233852888,233853484
GTEX-15CHC-1326,233853484,233869504
GTEX-15CHC-1426,233869504,233877520
GTEX-15CHC-1526,233877520,233886327
GTEX-15CHC-1626,233886327,233893579
GTEX-15CHC-1726,233893579,233903419
GTEX-15CHC-1826,233903419,233907764
GTEX-15CHC-1926,233907764,233917764
GTEX-15CHC-2026,233917764,233924908
GTEX-15CHC-2126,233924908,233931905
GTEX-15CHC-2226,233931905,233933866
GTEX-15CHC-2326,233933866,233934534
GTEX-15CHC-2426,233934534,233947782
GTEX-15CHC-2526,233947782,233950561
GTEX-15CHQ-0126,233950561,233957505
GTEX-15CHQ-0226,233957505,233959773
GTEX-15CHQ-0326,233959773,233968613
GTEX-15CHQ-0426,233968613,233974337
GTEX-15CHQ-0526,233974337,233976082
GTEX-15CHQ-0626,233976082,233976673
GTEX-15CHQ-0726,233976673,233981176
GTEX-15CHQ-0826,233981176,233987137
GTEX-15CHQ-0926,233987137,233996208
GTEX-15CHQ-1026,233996208,234001302
GTEX-15CHQ-1126,234001302,234003388
GTEX-15CHQ-1226,234003388,234011164
GTEX-15CHQ-1326,234011164,234018178
GTEX-15CHQ-1426,234018178,234026023
GTEX-15CHQ-1526,234026023,234034762
GTEX-15CHQ-1626,234034762,234035376
GTEX-15CHQ-1726,234035376,234043010
GTEX-15CHQ-1826,234043010,234054043
GTEX-15CHQ-1926,234054043,234057165
GTEX-15CHQ-2026,234057165,234066127
GTEX-15CHQ-2126,234066127,234073540
GTEX-15CHQ-2226,234073540,234079731
GTEX-15CHQ-2326,234079731,234086878
GTEX-15CHQ-2426,234086878,234088327
GTEX-15CHQ-2526,234088327,234093217
GTEX-15CHQ-2626,234093217,234098132
